GC,weightedBarPower,numProjects,stablePartners,activityType,betwCentrality
True,-0.0648981,5.0,4.0,PRC,12532.0
True,-0.00632871,4.0,2.0,PRC,0.0
True,-0.0449205,3.0,2.0,PUB,0.0
True,-0.0713917,2.0,1.0,PRC,0.0
True,-0.0318124,3.0,1.0,HES,0.0
True,0.00882472,12.0,3.0,OTH,2269.37
True,-0.017725,2.0,1.0,REC,0.0
True,-0.0298031,5.0,1.0,REC,0.0
True,0.00568414,4.0,4.0,REC,3136.0
True,0.021532,2.0,1.0,PRC,0.0
True,-0.0207721,2.0,2.0,PUB,0.0
True,-0.0134429,4.0,3.0,REC,119.371
True,-0.0189356,5.0,1.0,PUB,0.0
True,-0.00870441,8.0,4.0,PUB,507.06
True,-0.00387846,4.0,1.0,PRC,0.0
True,-0.00330706,12.0,19.0,REC,12704.3
True,-0.00255425,9.0,4.0,HES,37.4838
True,0.00632517,10.0,6.0,REC,3055.12
True,-0.0353252,8.0,12.0,PUB,1556.95
True,0.014832,4.0,1.0,PRC,0.0
True,-0.00217373,11.0,11.0,PRC,636.059
True,-0.0662796,2.0,1.0,PRC,0.0
True,0.0320074,17.0,24.0,REC,8032.26
True,-0.0334564,2.0,11.0,PUB,0.0
True,-0.00702947,3.0,11.0,HES,0.0
True,0.0326227,3.0,11.0,PRC,0.0
True,-0.00528283,12.0,16.0,PRC,3584.57
True,-0.0316384,7.0,3.0,REC,33.378
True,0.000517341,5.0,17.0,PRC,5673.77
True,-0.0111505,2.0,11.0,REC,0.0
True,-0.0304461,2.0,11.0,OTH,0.0
True,-0.0253706,6.0,9.0,HES,35.215
True,0.0127237,6.0,5.0,REC,3146.39
True,-0.0227516,2.0,1.0,PRC,0.0
True,-0.0213651,4.0,1.0,REC,0.0
True,0.0385883,7.0,4.0,PRC,3209.71
True,-0.0158874,3.0,2.0,PRC,30.1038
True,-0.00915615,2.0,2.0,PUB,0.0
True,0.0747627,5.0,4.0,PRC,4615.74
True,-3.74382e-05,7.0,5.0,HES,3389.4
True,0.0115595,5.0,3.0,PRC,8.70911
True,0.0386624,2.0,1.0,HES,0.0
True,-0.0389033,5.0,2.0,PRC,0.0
True,-0.052011,7.0,6.0,OTH,11127.0
True,-0.0161214,3.0,1.0,OTH,0.0
True,0.05145,8.0,3.0,HES,3136.0
True,-0.0112852,4.0,5.0,OTH,91.3689
True,-0.00523812,12.0,3.0,HES,11.3591
True,0.0869713,8.0,4.0,REC,188.681
True,0.0142372,24.0,18.0,HES,239.633
True,0.0268136,4.0,4.0,PRC,15.0709
True,-0.0183002,10.0,6.0,PRC,3275.88
True,-0.0562895,5.0,2.0,PRC,0.0
True,-0.0275622,13.0,15.0,HES,1652.77
True,-0.0571757,6.0,2.0,PRC,0.0
True,-0.0239617,3.0,7.0,OTH,0.0
True,0.0913399,12.0,7.0,REC,10249.9
True,0.0408484,5.0,7.0,PRC,3.60504
True,0.0117165,3.0,2.0,PRC,0.0
True,-0.0913313,3.0,2.0,OTH,0.0
True,-0.0335702,5.0,1.0,REC,0.0
True,0.0353227,8.0,5.0,HES,2.5
True,0.00393425,25.0,20.0,HES,5323.99
True,-0.0270898,4.0,2.0,PRC,0.0
True,-0.0442416,3.0,3.0,PUB,0.0
True,-0.0315275,5.0,2.0,PUB,0.0
True,-0.0182532,2.0,1.0,PRC,0.0
True,-0.0181222,4.0,1.0,HES,0.0
True,-0.00888361,3.0,1.0,PRC,0.0
True,-0.074586,3.0,1.0,REC,0.0
True,-0.00570085,11.0,31.0,PRC,1724.63
True,-0.034141,2.0,1.0,PRC,0.0
True,-0.0141828,10.0,10.0,REC,9482.76
True,0.0123194,6.0,1.0,PRC,0.0
True,0.0829146,2.0,1.0,PRC,0.0
True,0.0239437,3.0,1.0,PRC,0.0
True,-0.0298549,3.0,1.0,PRC,0.0
True,-0.00566409,4.0,6.0,PUB,2.53263
True,-0.010377,2.0,1.0,PRC,0.0
True,0.00190097,9.0,5.0,PRC,45.7125
True,-0.116174,2.0,1.0,PRC,0.0
True,0.0250569,3.0,1.0,HES,0.0
True,-0.00394729,5.0,4.0,PRC,385.177
True,-0.0410311,4.0,2.0,OTH,3136.0
True,-0.0287337,3.0,5.0,OTH,112.727
True,0.0112636,4.0,12.0,REC,374.687
True,-0.0421146,3.0,1.0,OTH,0.0
True,0.0818604,30.0,25.0,REC,24129.5
True,-0.0617004,4.0,8.0,REC,3136.0
True,-0.0356814,7.0,4.0,PRC,299.486
True,-0.030605,2.0,1.0,PRC,0.0
True,0.138889,4.0,1.0,PRC,0.0
True,-0.0168942,2.0,1.0,PRC,0.0
True,-0.0150184,3.0,1.0,REC,0.0
True,-0.0248282,2.0,1.0,OTH,0.0
True,-0.0446429,2.0,1.0,PRC,0.0
True,-0.0131337,7.0,9.0,PRC,68.9404
True,-0.0489197,2.0,2.0,PUB,0.0
True,-0.0246498,9.0,26.0,PUB,7560.91
True,-0.0489394,2.0,2.0,HES,0.0
True,0.0341905,2.0,1.0,PRC,0.0
True,-0.00824864,9.0,10.0,PRC,81.9065
True,0.0109811,3.0,1.0,PRC,0.0
True,0.0579472,8.0,3.0,HES,0.0
True,0.00442803,10.0,9.0,REC,204.351
True,-0.00142371,9.0,11.0,PRC,3372.11
True,-0.0107688,5.0,5.0,PRC,34.7077
True,0.0134619,10.0,22.0,PRC,4690.88
True,-0.00413852,2.0,2.0,OTH,0.0
True,0.00404233,11.0,16.0,HES,1298.8
True,-0.0141486,2.0,2.0,PRC,0.0
True,-0.0201771,6.0,2.0,PUB,734.927
True,0.00156443,11.0,6.0,HES,17.7893
True,-0.0103179,2.0,1.0,PRC,0.0
True,-0.0363408,4.0,1.0,PUB,0.0
True,-0.0198373,2.0,1.0,PRC,0.0
True,-0.00459686,5.0,3.0,REC,0.0
True,0.0170837,4.0,4.0,PRC,6272.91
True,0.00942758,3.0,1.0,PRC,0.0
True,-0.0148515,3.0,1.0,PRC,0.0
True,0.00934646,4.0,2.0,PRC,3136.0
True,-0.0566917,2.0,1.0,PRC,0.0
True,0.0133518,4.0,2.0,HES,0.0
True,0.041278,3.0,2.0,OTH,0.0
True,-0.0113378,22.0,4.0,HES,0.0
True,0.0148767,7.0,1.0,HES,0.0
True,0.0238771,7.0,4.0,PRC,1729.47
True,0.00343103,5.0,1.0,HES,0.0
True,0.0422416,25.0,19.0,REC,5286.24
True,-0.0308539,3.0,5.0,PRC,0.0
True,-0.0415401,8.0,2.0,HES,12.364
True,-0.0273734,2.0,1.0,PRC,0.0
True,-0.0187934,5.0,1.0,HES,0.0
True,0.20568,7.0,7.0,REC,59.8607
True,-0.0235389,2.0,7.0,REC,0.0
True,-0.0392962,2.0,1.0,REC,0.0
True,0.0019486,5.0,10.0,REC,653.554
True,-0.0362305,2.0,7.0,PRC,0.0
True,0.0785437,6.0,1.0,REC,0.0
True,-0.0302333,3.0,1.0,PRC,0.0
True,0.0894214,3.0,2.0,HES,0.0
True,0.000579747,11.0,3.0,REC,6271.0
True,-0.0669981,2.0,2.0,PRC,0.0
True,0.00616679,2.0,1.0,PRC,0.0
True,0.0645211,19.0,13.0,PRC,3573.28
True,-0.0630329,2.0,1.0,PRC,0.0
True,-0.01979,4.0,1.0,PRC,0.0
True,-0.000225234,5.0,1.0,HES,0.0
True,-0.0282594,4.0,5.0,OTH,18.8809
True,-0.0138867,4.0,1.0,OTH,0.0
True,-0.00575931,9.0,32.0,HES,223.268
True,0.00824426,3.0,5.0,REC,0.0
True,-0.053859,2.0,1.0,PUB,0.0
True,-0.0244531,6.0,4.0,REC,47.9147
True,-0.0610464,6.0,5.0,HES,144.809
True,-0.0222048,3.0,6.0,PRC,43.9781
True,0.0757726,4.0,9.0,REC,3347.61
True,-0.032846,2.0,2.0,PRC,0.0
True,0.00945534,3.0,2.0,PRC,0.0
True,-0.0354285,7.0,2.0,REC,4.52251
True,0.00139053,7.0,8.0,REC,80.9885
True,0.0116848,15.0,8.0,HES,3534.2
True,0.0594374,4.0,2.0,PRC,15.2943
True,0.0207506,6.0,2.0,PRC,0.0
True,-0.0155337,3.0,2.0,PRC,0.521703
True,-0.0458478,23.0,21.0,HES,455.744
True,0.0479466,5.0,8.0,PRC,106.761
True,-0.0282472,4.0,1.0,PRC,0.0
True,-0.0284266,3.0,2.0,PRC,0.0
True,-0.0925,15.0,23.0,PRC,1275.25
True,-0.00317871,24.0,40.0,HES,4330.68
True,-0.00691478,11.0,17.0,PRC,621.153
True,-0.0724312,7.0,1.0,PRC,0.0
True,-0.0189139,5.0,5.0,PRC,3139.59
True,0.00548571,8.0,1.0,HES,0.0
True,0.0465429,5.0,5.0,PRC,0.714732
True,-0.032886,9.0,9.0,PRC,83.8647
True,0.010548,3.0,2.0,REC,0.0
True,-0.0633129,2.0,1.0,PUB,0.0
True,0.0312151,3.0,1.0,PRC,0.0
True,-0.0243611,3.0,1.0,PUB,0.0
True,-0.0125611,10.0,8.0,PRC,80.1344
True,0.0116336,16.0,27.0,REC,17603.5
True,-0.0362358,2.0,1.0,REC,0.0
True,-0.395533,2.0,1.0,PUB,0.0
True,0.0523145,5.0,1.0,HES,0.0
True,-0.0467229,6.0,7.0,PRC,3638.23
True,0.0290331,5.0,6.0,PRC,357.522
True,-0.030059,6.0,3.0,PRC,0.0
True,0.0512677,3.0,2.0,PRC,0.0
True,-0.0121518,7.0,3.0,PRC,26.4302
True,-0.0237685,5.0,11.0,PRC,503.506
True,0.0684485,6.0,3.0,PRC,3138.2
True,-0.0525663,3.0,1.0,PRC,0.0
True,0.0630766,9.0,3.0,HES,254.879
True,-0.0053025,6.0,2.0,PRC,10.3998
True,0.0518703,3.0,2.0,HES,5.68896
True,0.0359456,4.0,3.0,REC,23.2174
True,-0.00248282,10.0,8.0,HES,2986.14
True,-0.00399761,7.0,2.0,PRC,39.0324
True,0.00162906,9.0,7.0,PRC,107.523
True,0.0142018,9.0,19.0,PRC,521.281
True,-0.0216661,3.0,3.0,PRC,0.0
True,-0.00495861,5.0,8.0,PRC,38.003
True,-0.0489123,4.0,1.0,PRC,0.0
True,-0.00359021,17.0,35.0,PRC,4958.17
True,0.0355897,2.0,1.0,HES,0.0
True,-0.052112,3.0,3.0,REC,0.0
True,-0.0270895,6.0,35.0,PUB,123.967
True,0.0325765,2.0,4.0,PUB,0.0
True,-0.0302497,3.0,3.0,REC,4.67575
True,-0.0167474,3.0,7.0,OTH,925.001
True,-0.0858803,3.0,2.0,REC,0.0
True,0.00545658,4.0,11.0,PRC,13034.5
True,-0.0127225,2.0,4.0,PRC,0.0
True,-0.00791912,7.0,7.0,PRC,6.32308
True,0.0144888,4.0,2.0,PRC,0.0
True,0.0267104,6.0,3.0,REC,11.1794
True,0.0548774,7.0,1.0,HES,0.0
True,-0.0266548,8.0,1.0,HES,0.0
True,-0.0900846,3.0,2.0,HES,0.0
True,0.0300284,6.0,6.0,PRC,6336.47
True,0.0163482,2.0,1.0,PRC,0.0
True,0.00199133,4.0,2.0,OTH,2.59128
True,-0.015811,5.0,8.0,PRC,0.861499
True,-0.0441123,6.0,5.0,PRC,54.9039
True,-0.00104648,18.0,5.0,HES,209.067
True,-0.0211523,5.0,6.0,PRC,194.425
True,0.00498918,9.0,12.0,PRC,297.335
True,-0.0107027,8.0,6.0,PRC,0.0
True,0.0244429,7.0,10.0,PRC,60.4908
True,0.0142908,19.0,13.0,PRC,1611.82
True,-0.0349623,3.0,1.0,PRC,0.0
True,-0.033959,12.0,9.0,PRC,494.828
True,0.0385245,2.0,1.0,PRC,0.0
True,0.00397548,14.0,28.0,PRC,323.87
True,-0.0238663,9.0,7.0,HES,6310.38
True,-0.040153,2.0,2.0,PUB,0.0
True,0.0321761,17.0,15.0,REC,6241.11
True,-0.00146201,3.0,11.0,PRC,16.5324
True,-0.0260904,7.0,15.0,PRC,3634.17
True,-0.0097806,5.0,2.0,REC,0.0
True,-0.00753095,2.0,3.0,OTH,0.0
True,-0.109956,8.0,5.0,PRC,107.859
True,-0.00301709,12.0,6.0,HES,4.93547
True,-0.00419071,7.0,9.0,REC,6301.36
True,0.0382899,7.0,9.0,REC,29.3064
True,-0.0018905,6.0,5.0,PRC,3141.3
True,-0.0196093,2.0,1.0,REC,0.0
True,-0.00263945,2.0,1.0,REC,0.0
True,-0.00584845,7.0,14.0,PUB,57.7648
True,-0.0352976,4.0,2.0,REC,0.0
True,-0.0843902,4.0,2.0,OTH,0.0
True,0.0662833,8.0,3.0,PRC,11270.7
True,-0.0572525,4.0,1.0,PUB,0.0
True,-0.0676233,28.0,20.0,REC,2925.64
True,-0.00354949,12.0,31.0,PRC,1629.22
True,-0.00464847,5.0,3.0,PRC,0.0
True,0.018358,16.0,14.0,HES,4060.2
True,-0.00187352,5.0,3.0,PRC,3145.53
True,0.0149188,2.0,1.0,PRC,0.0
True,-0.0489631,2.0,2.0,PRC,0.0
True,-0.00681528,3.0,1.0,PRC,0.0
True,-0.0598387,4.0,6.0,PRC,0.0
True,-0.0316564,2.0,2.0,PRC,0.0
True,-0.0124807,7.0,1.0,HES,0.0
True,0.0351475,9.0,9.0,PRC,9730.67
True,0.029818,4.0,3.0,PRC,336.742
True,-0.00810294,10.0,5.0,HES,108.432
True,0.0246431,2.0,3.0,OTH,0.0
True,0.0421882,11.0,4.0,PUB,189.607
True,-0.0568838,6.0,3.0,PRC,24.0694
True,-0.0455673,4.0,1.0,PRC,0.0
True,-0.044991,10.0,5.0,HES,0.0
True,0.0683235,2.0,1.0,HES,0.0
True,0.0144301,3.0,1.0,PRC,0.0
True,-0.0156186,11.0,11.0,PRC,533.877
True,-0.0170856,7.0,10.0,OTH,9402.0
True,-0.0150422,4.0,15.0,REC,53.0534
True,-0.0265615,5.0,16.0,OTH,3189.05
True,0.0624632,10.0,13.0,PRC,6631.64
True,-0.0098385,7.0,10.0,PRC,3537.67
True,0.000319222,9.0,16.0,PRC,134.847
True,-0.0147867,3.0,5.0,PRC,1.66717
True,0.00140506,5.0,2.0,PRC,0.0
True,0.0337384,13.0,41.0,REC,383.12
True,0.0627719,5.0,20.0,PUB,4.90935
True,-0.037625,3.0,11.0,REC,24.9709
True,-0.00170738,17.0,36.0,REC,13796.5
True,-0.0454338,6.0,25.0,PUB,205.677
True,0.0561393,2.0,3.0,HES,0.0
True,0.0041308,7.0,6.0,HES,54.8227
True,-0.054076,2.0,1.0,PRC,0.0
True,0.00345088,24.0,17.0,PRC,19893.3
True,0.0302877,2.0,1.0,PRC,0.0
True,-0.0197509,7.0,2.0,PRC,292.798
True,0.0166842,17.0,17.0,HES,6564.59
True,-0.0298376,3.0,6.0,PRC,5.91878
True,-0.0420446,5.0,8.0,HES,16.1095
True,-0.0238682,2.0,2.0,OTH,0.0
True,-0.00897341,2.0,2.0,REC,0.0
True,-0.0311494,8.0,28.0,PUB,44.68
True,-0.0111417,4.0,5.0,PRC,0.0
True,-0.0176378,6.0,2.0,PRC,0.0
True,-0.0120009,18.0,30.0,REC,1890.92
True,0.00390785,2.0,1.0,PRC,0.0
True,-0.0362005,2.0,4.0,PRC,0.0
True,-0.0560898,2.0,4.0,PRC,0.0
True,0.0479575,2.0,4.0,PRC,0.0
True,-0.0680567,6.0,4.0,HES,0.0
True,0.0978725,4.0,1.0,HES,0.0
True,-0.0227052,2.0,2.0,REC,0.0
True,0.00259321,4.0,4.0,REC,412.266
True,-0.0212163,2.0,2.0,REC,0.0
True,0.0181601,9.0,2.0,HES,0.0
True,-0.0293215,10.0,9.0,PRC,538.797
True,-0.0711749,8.0,9.0,PRC,57.315
True,-0.011063,20.0,27.0,PRC,5823.62
True,0.00450767,5.0,4.0,REC,1.56519
True,-0.0415759,3.0,18.0,OTH,0.0
True,0.0700018,4.0,18.0,PUB,16.9532
True,0.00214569,13.0,44.0,PUB,503.067
True,-0.0130257,8.0,31.0,PUB,61.6623
True,-0.026054,12.0,40.0,PUB,330.651
True,-0.0758889,36.0,39.0,PRC,3210.29
True,0.00779214,12.0,5.0,PUB,3179.21
True,0.0507019,2.0,1.0,PRC,0.0
True,-0.0297174,3.0,2.0,PRC,0.0
True,0.0123012,3.0,1.0,PRC,0.0
True,-0.0211353,3.0,3.0,OTH,0.0
True,0.0299201,3.0,2.0,PRC,0.0
True,-0.021108,2.0,3.0,PRC,0.0
True,-0.0171916,8.0,10.0,PRC,828.872
True,-0.00247967,4.0,7.0,REC,10.7765
True,-0.00882606,3.0,5.0,OTH,0.0
True,-0.0302278,5.0,28.0,PUB,20.6975
True,-0.0199799,14.0,46.0,REC,5354.63
True,-0.0296925,4.0,9.0,OTH,6270.0
True,-0.0178268,2.0,7.0,REC,0.0
True,0.0150779,3.0,7.0,PUB,0.0
True,-0.0221021,2.0,7.0,PRC,0.0
True,-0.0249634,5.0,4.0,PRC,16.846
True,-0.0373518,2.0,1.0,PUB,0.0
True,-0.0251884,3.0,1.0,PRC,0.0
True,0.0120278,3.0,4.0,REC,6.75474
True,0.0502743,25.0,35.0,REC,12002.0
True,-0.00893142,2.0,2.0,OTH,0.0
True,-0.052251,5.0,7.0,REC,9.89946
True,-0.0208939,2.0,2.0,PRC,0.0
True,-0.00694141,18.0,22.0,HES,1757.22
True,0.000971239,3.0,2.0,REC,0.0
True,0.0225099,2.0,3.0,OTH,0.0
True,0.237571,2.0,3.0,PRC,0.0
True,-0.0131314,4.0,1.0,PUB,0.0
True,0.0169159,5.0,1.0,PRC,0.0
True,-0.0229854,4.0,2.0,PUB,3136.0
True,-0.0794271,2.0,2.0,PRC,0.0
True,-0.00456349,32.0,23.0,HES,6774.59
True,0.172951,2.0,1.0,PRC,0.0
True,-0.0091183,9.0,11.0,PRC,299.817
True,-0.00291727,3.0,4.0,PRC,0.0
True,0.0271921,4.0,16.0,PRC,0.297536
True,-0.0460889,2.0,2.0,OTH,0.0
True,-0.0507391,2.0,2.0,OTH,0.0
True,-0.0476648,2.0,1.0,OTH,0.0
True,-0.00984848,6.0,35.0,PUB,266.398
True,-0.0374945,2.0,2.0,PRC,0.0
True,-0.0215286,2.0,2.0,PRC,0.0
True,-0.0589001,2.0,1.0,PRC,0.0
True,0.00212331,3.0,1.0,OTH,0.0
True,-0.0525182,4.0,3.0,HES,0.0
True,0.130258,5.0,2.0,PUB,0.0
True,0.40667,2.0,1.0,PRC,0.0
True,0.000528566,5.0,7.0,PRC,53.71
True,0.0309981,8.0,9.0,OTH,137.272
True,-0.00944248,2.0,1.0,PRC,0.0
True,-0.0384414,5.0,6.0,REC,6.67072
True,-0.00973361,2.0,1.0,REC,0.0
True,0.0307569,14.0,12.0,PRC,5101.44
True,0.00119964,5.0,16.0,PRC,541.691
True,-0.0130978,4.0,1.0,HES,0.0
True,0.0312382,10.0,2.0,REC,3136.0
True,-0.0420778,4.0,5.0,REC,6.78612
True,0.061375,3.0,1.0,REC,0.0
True,0.0128526,10.0,7.0,REC,35.7854
True,-0.0482245,6.0,4.0,PRC,0.0
True,0.00172235,3.0,1.0,PRC,0.0
True,0.0886524,2.0,2.0,PRC,0.0
True,0.00147161,3.0,2.0,REC,0.0
True,0.0078325,5.0,2.0,REC,0.0
True,-0.00245534,5.0,12.0,PRC,174.816
True,-0.0421241,3.0,1.0,PRC,0.0
True,-0.0378127,3.0,2.0,HES,0.0
True,-0.0267021,2.0,2.0,HES,0.0
True,-0.0467602,5.0,2.0,PRC,0.0
True,0.0311172,14.0,10.0,REC,2580.61
True,-0.0263968,6.0,5.0,HES,1218.37
True,-0.0112102,3.0,1.0,PRC,0.0
True,-0.00995279,5.0,1.0,REC,0.0
True,0.143482,2.0,1.0,PRC,0.0
True,-0.0148135,6.0,11.0,HES,70.2641
True,-0.0945696,2.0,5.0,PUB,0.0
True,0.0263503,2.0,5.0,PUB,0.0
True,0.0483409,2.0,5.0,PUB,0.0
True,0.0283165,2.0,5.0,PRC,0.0
True,-0.0451825,5.0,6.0,OTH,280.356
True,0.00448014,2.0,2.0,PRC,0.0
True,-0.0455894,2.0,1.0,PRC,0.0
True,-0.0330823,2.0,1.0,PRC,0.0
True,-0.0302195,3.0,4.0,REC,0.0
True,-0.00256611,5.0,1.0,HES,0.0
True,-0.043268,2.0,1.0,PRC,0.0
True,-0.0628282,9.0,7.0,PRC,150.387
True,-0.158145,2.0,1.0,PUB,0.0
True,-0.000882532,6.0,7.0,REC,60.7201
True,-0.0267725,14.0,11.0,PUB,3301.54
True,0.0118656,4.0,1.0,PRC,0.0
True,-0.0112986,13.0,7.0,HES,55.0363
True,-0.0221997,3.0,1.0,REC,0.0
True,-0.00918083,2.0,2.0,PRC,0.0
True,0.0119925,2.0,3.0,REC,0.0
True,-0.0455826,3.0,3.0,OTH,0.0
True,0.03339,2.0,3.0,OTH,0.0
True,0.0341962,2.0,2.0,PRC,0.0
True,0.00513786,5.0,1.0,HES,0.0
True,0.064878,8.0,7.0,REC,1071.41
True,-0.0456819,7.0,3.0,HES,6.88514
True,0.0274807,10.0,6.0,REC,3.36176
True,-0.0151582,2.0,3.0,PRC,0.0
True,0.00200536,13.0,12.0,REC,27.4728
True,-0.0169516,4.0,5.0,HES,4.11246
True,0.0388934,8.0,4.0,REC,31.2705
True,0.0139578,4.0,4.0,PRC,0.0
True,-0.00266988,3.0,1.0,PRC,0.0
True,-0.032603,4.0,2.0,HES,0.0
True,0.124834,2.0,2.0,PRC,0.0
True,-0.0118509,5.0,1.0,PRC,0.0
True,-0.00285042,7.0,6.0,OTH,159.348
True,-0.0981563,3.0,1.0,PRC,0.0
True,-0.0471271,2.0,1.0,PRC,0.0
True,-0.00268991,13.0,21.0,REC,458.787
True,0.00535165,5.0,10.0,REC,654.83
True,0.0954117,2.0,1.0,PRC,0.0
True,-0.0153903,2.0,3.0,PRC,0.0
True,0.0502892,5.0,1.0,HES,0.0
True,-0.00749328,8.0,15.0,REC,339.806
True,0.0753403,5.0,2.0,REC,0.0
True,-0.023844,2.0,1.0,PRC,0.0
True,-0.0365832,4.0,1.0,PRC,0.0
True,-0.0114188,13.0,27.0,HES,477.692
True,-0.00927787,5.0,13.0,REC,250.512
True,0.0088882,4.0,13.0,REC,34.9686
True,0.00197058,6.0,19.0,REC,776.422
True,0.00982048,16.0,50.0,REC,12868.2
True,-0.00828347,3.0,7.0,REC,5.09106
True,-0.0339535,5.0,1.0,OTH,0.0
True,-0.054368,3.0,1.0,OTH,0.0
True,-0.00991686,3.0,5.0,PRC,3136.0
True,-0.00320844,8.0,16.0,REC,570.209
True,0.0618513,2.0,4.0,PRC,0.0
True,-0.0301223,2.0,1.0,PRC,0.0
True,-0.00229667,6.0,16.0,REC,2821.37
True,-0.0143605,8.0,21.0,REC,4118.59
True,-0.0344573,3.0,4.0,REC,0.0
True,-0.0168811,8.0,5.0,HES,3.80781
True,0.0341114,2.0,2.0,PRC,0.0
True,-0.0208205,4.0,1.0,PRC,0.0
True,-0.0374481,2.0,3.0,OTH,0.0
True,-0.01233,4.0,3.0,PRC,0.0
True,-0.0676313,7.0,5.0,PRC,342.536
True,-0.0197224,4.0,2.0,PRC,0.0
True,-0.00851863,7.0,4.0,PRC,6.25587
True,-0.0064461,3.0,2.0,PRC,0.0
True,-0.0464965,2.0,3.0,PRC,0.0
True,-0.0150124,8.0,9.0,REC,127.698
True,-0.00196846,8.0,6.0,REC,5.47838
True,0.0382483,2.0,3.0,PRC,0.0
True,0.0289022,2.0,3.0,PRC,0.0
True,-0.0594338,4.0,4.0,PRC,4.85912
True,-0.0393908,2.0,2.0,REC,0.0
True,-0.0500448,3.0,5.0,PRC,0.0
True,-0.0126632,10.0,45.0,REC,2851.04
True,-0.00726993,5.0,1.0,OTH,0.0
True,-0.00130064,7.0,1.0,REC,0.0
True,-0.00891467,4.0,1.0,HES,0.0
True,-0.0145988,5.0,2.0,PUB,7.28973
True,-0.0400072,4.0,6.0,PRC,32.33
True,0.224376,2.0,3.0,PRC,0.0
True,-0.0104375,4.0,3.0,HES,0.0
True,0.00268879,5.0,9.0,PRC,3170.69
True,-0.0165212,9.0,16.0,PRC,2635.95
True,-0.0206721,5.0,10.0,PRC,855.193
True,-0.0152268,2.0,4.0,REC,0.0
True,-0.0213527,2.0,4.0,OTH,0.0
True,0.00818261,8.0,16.0,OTH,2635.95
True,-0.0179883,2.0,1.0,REC,0.0
True,-0.0188853,4.0,5.0,PUB,3136.0
True,-0.0215701,3.0,11.0,REC,683.676
True,-0.026897,3.0,9.0,REC,1723.56
True,-0.0203431,8.0,29.0,REC,14855.3
True,-0.0165968,6.0,38.0,HES,0.0175439
True,0.00327382,14.0,13.0,HES,3792.13
True,0.0101898,3.0,1.0,HES,0.0
True,0.0142829,26.0,29.0,REC,9509.6
True,0.144666,2.0,2.0,PRC,0.0
True,-0.00203471,8.0,15.0,HES,6326.92
True,0.0749532,2.0,2.0,PRC,0.0
True,-0.233045,2.0,1.0,PUB,0.0
True,-0.016191,6.0,4.0,PRC,10.3585
True,-0.00523368,4.0,1.0,PRC,0.0
True,-0.00642223,7.0,1.0,REC,0.0
True,0.00711833,2.0,1.0,REC,0.0
True,0.00535498,16.0,6.0,HES,49.2399
True,0.00205113,6.0,4.0,REC,2.84194
True,0.0318306,7.0,6.0,REC,3080.2
True,-0.0150043,4.0,1.0,PRC,0.0
True,-0.00397687,6.0,4.0,PUB,0.0
True,-0.0406547,3.0,2.0,PRC,0.0
True,-0.0260828,5.0,11.0,REC,28.2447
True,-0.016755,11.0,7.0,HES,14.1378
True,0.0114163,3.0,1.0,HES,0.0
True,0.38423,2.0,2.0,PUB,0.0
True,-0.0767575,3.0,2.0,HES,0.0
True,-0.0035047,3.0,4.0,PRC,0.0
True,0.0228847,13.0,16.0,PRC,1981.49
True,-0.0463081,3.0,3.0,PRC,0.0
True,-0.0111531,3.0,1.0,PRC,0.0
True,0.0515306,6.0,4.0,PRC,3136.5
True,-0.0165957,6.0,10.0,HES,83.1309
True,-0.101726,2.0,1.0,PRC,0.0
True,0.0438277,2.0,4.0,PUB,0.0
True,0.0147623,2.0,4.0,REC,0.0
True,-0.0902384,2.0,4.0,PUB,0.0
True,-0.0075464,4.0,5.0,REC,12532.0
True,0.0230459,2.0,4.0,PRC,0.0
True,0.0510768,10.0,1.0,HES,0.0
True,-0.0341859,4.0,1.0,PRC,0.0
True,-0.0199189,6.0,13.0,PRC,31281.7
True,-0.0202662,3.0,4.0,PRC,0.0
True,0.0930675,2.0,4.0,PUB,0.0
True,-0.0275597,3.0,1.0,REC,0.0
True,-0.0365777,7.0,22.0,PUB,1313.83
True,-0.0123612,7.0,31.0,PUB,410.41
True,-0.0110771,3.0,3.0,PUB,50.8398
True,-0.0351654,3.0,7.0,OTH,0.0
True,-0.017506,3.0,23.0,PUB,1.58809
True,-0.00818982,3.0,2.0,PUB,33.9581
True,-0.0424914,4.0,4.0,PUB,475.705
True,0.0211048,5.0,8.0,PRC,174.579
True,-0.0240129,3.0,3.0,PRC,3136.0
True,-0.0180388,3.0,6.0,PRC,6.20795
True,-0.0285866,3.0,2.0,PRC,0.0
True,-0.07265,8.0,2.0,PRC,0.0
True,-0.0190075,4.0,4.0,PRC,0.0
True,-0.0101868,9.0,2.0,HES,32.3731
True,-0.0733013,4.0,1.0,PRC,0.0
True,-0.0113947,3.0,3.0,PRC,0.0
True,-0.105449,2.0,3.0,HES,0.0
True,0.0724367,6.0,6.0,PRC,9405.14
True,-0.105449,2.0,3.0,PRC,0.0
True,-0.00948296,2.0,4.0,PRC,0.0
True,-0.006516,4.0,2.0,PUB,24.1661
True,-0.0442477,6.0,5.0,REC,0.0
True,-0.0195499,3.0,7.0,REC,0.0
True,-0.0263282,4.0,1.0,PRC,0.0
True,0.0112809,3.0,1.0,REC,0.0
True,0.00489984,4.0,1.0,PRC,0.0
True,-0.035545,5.0,4.0,PRC,0.0
True,0.0372316,3.0,1.0,PRC,0.0
