GC,weightedBarPower,numProjects,stablePartners,activityType,betwCentrality
True,-0.00652382,11.0,22.0,REC,2366.35
True,0.00366071,3.0,1.0,REC,0.0
True,-0.0273236,2.0,7.0,PUB,0.0
True,-0.0286562,2.0,7.0,OTH,0.0
True,-0.0272436,3.0,7.0,OTH,0.0
True,0.00321963,8.0,7.0,HES,2265.8
True,0.0275589,6.0,1.0,HES,0.0
True,0.0639494,24.0,44.0,REC,8128.54
True,-0.00171839,44.0,72.0,HES,6893.99
True,-0.0121931,18.0,12.0,HES,56.0532
True,-0.0079179,9.0,32.0,HES,269.108
True,0.0583286,11.0,37.0,REC,1323.39
True,-0.0290482,5.0,9.0,REC,81.5646
True,-0.00155901,4.0,20.0,REC,21.1349
True,-0.0204783,3.0,22.0,REC,23.4218
True,-0.00430964,35.0,67.0,HES,15829.6
True,0.00026503,3.0,29.0,PUB,32.7407
True,0.00482237,18.0,70.0,REC,2779.26
True,0.0033437,58.0,51.0,HES,8671.53
True,0.0142852,28.0,41.0,HES,11479.6
True,-0.00792861,11.0,11.0,REC,31.364
True,0.0169743,3.0,1.0,PRC,0.0
True,0.0266042,5.0,3.0,REC,0.0
True,-0.0208959,15.0,29.0,HES,346.182
True,-0.0248786,6.0,16.0,REC,11.2847
True,0.00889717,30.0,32.0,HES,1271.33
True,-0.0232685,50.0,126.0,HES,17293.4
True,0.0218564,10.0,3.0,HES,6271.0
True,0.0287393,13.0,24.0,REC,15221.5
True,-0.0214405,3.0,3.0,REC,0.0
True,0.0133062,11.0,7.0,REC,3169.63
True,-0.00256933,22.0,54.0,REC,18237.3
True,-0.035698,3.0,3.0,PUB,0.0
True,0.0270746,4.0,1.0,REC,0.0
True,-0.0131944,24.0,93.0,REC,25473.7
True,0.0204434,5.0,6.0,HES,6.52933
True,0.020165,34.0,20.0,HES,3787.81
True,0.00696308,6.0,1.0,HES,0.0
True,-0.003887,28.0,58.0,HES,4891.97
True,0.0207114,7.0,1.0,HES,0.0
True,0.000259977,5.0,6.0,PUB,1705.9
True,0.0152568,3.0,2.0,PRC,0.0
True,0.0142428,2.0,1.0,PRC,0.0
True,0.0312424,6.0,5.0,HES,1567.0
True,0.00611532,8.0,3.0,PRC,38.1864
True,-0.0260571,6.0,10.0,PUB,12528.2
True,0.0132436,2.0,2.0,HES,0.0
True,-0.00220735,3.0,5.0,HES,11.5138
True,0.00109908,5.0,7.0,PRC,5577.15
True,0.00190307,33.0,45.0,HES,24357.5
True,0.0110752,44.0,100.0,HES,21690.3
True,-0.0131924,7.0,2.0,REC,3136.0
True,0.0293809,9.0,12.0,OTH,225.676
True,0.0425398,2.0,7.0,REC,0.0
True,0.071845,5.0,18.0,OTH,104.813
True,0.00892588,26.0,17.0,HES,418.695
True,0.0292586,5.0,11.0,REC,17.3699
True,0.0112704,21.0,49.0,OTH,7485.86
True,-0.0764468,2.0,1.0,PUB,0.0
True,-0.0265552,4.0,2.0,HES,0.0
True,0.00131839,2.0,1.0,PRC,0.0
True,-0.0189772,5.0,9.0,PUB,3136.0
True,0.00712714,12.0,17.0,REC,7196.07
True,0.00776349,56.0,41.0,HES,13799.4
True,-0.0250674,5.0,1.0,PUB,0.0
True,-0.00268588,9.0,4.0,HES,24.783
True,0.0133274,11.0,10.0,HES,55.1067
True,-0.00150992,8.0,32.0,OTH,809.724
True,-0.0333117,10.0,13.0,HES,1422.05
True,-0.0225087,2.0,2.0,REC,0.0
True,-0.0246353,7.0,14.0,HES,145.612
True,-0.0170315,3.0,1.0,REC,0.0
True,-0.0202654,3.0,5.0,HES,0.0
True,-0.000439869,15.0,26.0,HES,1234.82
True,0.0165967,8.0,14.0,REC,2773.86
True,0.0267837,33.0,76.0,PRC,20364.2
True,0.0165457,39.0,90.0,PRC,20284.0
True,0.0208414,45.0,54.0,HES,14638.7
True,-0.00269921,13.0,8.0,PRC,3193.04
True,-0.0184936,11.0,40.0,PRC,19903.7
True,-0.0146369,54.0,120.0,REC,51328.7
True,-0.00245326,13.0,8.0,HES,2019.25
True,0.0104227,3.0,3.0,PRC,0.0
True,0.0218751,20.0,11.0,HES,2129.21
True,0.000282267,2.0,3.0,PRC,0.0
True,-0.0088604,33.0,61.0,PRC,17700.3
True,0.023131,9.0,4.0,PRC,3155.83
True,-0.0042996,30.0,24.0,HES,3179.88
True,-0.00162665,5.0,6.0,PRC,7.7098
True,-0.0754493,2.0,1.0,PRC,0.0
True,0.0175106,10.0,6.0,REC,20.2507
True,-0.011811,3.0,1.0,REC,0.0
True,-0.0261601,5.0,5.0,PRC,3136.0
True,-0.0280974,5.0,8.0,PRC,9.03715
True,-0.000944393,29.0,39.0,HES,5147.34
True,0.00969534,47.0,105.0,REC,30677.3
True,-0.0168863,5.0,7.0,HES,1010.2
True,0.00031237,3.0,5.0,PRC,0.0
True,-0.0176059,8.0,8.0,PRC,150.683
True,0.0397147,9.0,28.0,PRC,753.095
True,0.00666472,13.0,21.0,REC,501.843
True,-0.0055184,11.0,17.0,HES,3851.64
True,-0.0187726,4.0,9.0,PRC,1070.92
True,-0.0193029,9.0,9.0,PRC,630.189
True,0.0149522,8.0,7.0,HES,2823.35
True,-0.00126011,7.0,8.0,REC,27.7294
True,-0.0359276,2.0,2.0,PRC,0.0
True,-0.0489342,3.0,2.0,PRC,7.33338
True,-0.0214406,8.0,2.0,PUB,29.038
True,-0.0143082,21.0,20.0,PRC,7672.42
True,-0.0970486,7.0,6.0,REC,111.348
True,-0.000906303,3.0,1.0,HES,0.0
True,-0.0155987,7.0,13.0,REC,3285.15
True,0.0114776,4.0,7.0,REC,0.0
True,-0.000913789,8.0,34.0,REC,297.353
True,0.0109727,14.0,7.0,HES,3272.04
True,-0.0335734,4.0,15.0,PUB,15.1401
True,0.00106837,4.0,2.0,REC,0.0
True,-0.00292464,6.0,18.0,REC,191.886
True,-0.00122382,13.0,14.0,HES,3279.38
True,-0.00856566,2.0,10.0,REC,0.0
True,-0.035793,24.0,61.0,HES,9011.11
True,0.00703458,17.0,60.0,OTH,1908.42
True,-0.0194714,4.0,8.0,HES,24.8464
True,0.0143121,98.0,154.0,REC,167401.0
True,-0.0132165,11.0,11.0,PRC,481.955
True,-0.037422,7.0,6.0,PUB,374.885
True,-0.0362812,8.0,15.0,PUB,6031.22
True,-0.00201052,20.0,34.0,PRC,5974.46
True,0.00210822,9.0,4.0,HES,0.0
True,-0.0204998,17.0,55.0,REC,1600.45
True,-0.0153107,3.0,2.0,HES,0.0
True,-0.00948024,6.0,4.0,HES,483.799
True,0.0182395,3.0,2.0,PUB,0.0
True,0.0165823,9.0,3.0,HES,3136.0
True,0.0366127,74.0,112.0,REC,81389.6
True,-0.0762658,6.0,3.0,PRC,0.0
True,0.0116632,20.0,19.0,REC,8992.72
True,0.032018,13.0,39.0,PRC,6984.17
True,-0.0203183,5.0,9.0,REC,97.6034
True,0.0214282,54.0,68.0,REC,39853.6
True,0.173988,2.0,1.0,PRC,0.0
True,0.0128165,9.0,8.0,REC,45.6718
True,0.071564,3.0,7.0,OTH,205.103
True,-0.00920449,3.0,7.0,PRC,205.103
True,0.0107713,3.0,4.0,OTH,0.0
True,0.551464,8.0,43.0,OTH,2146.98
True,0.00461897,23.0,24.0,HES,659.789
True,0.00402478,12.0,1.0,HES,0.0
True,0.00286147,19.0,10.0,HES,130.194
True,-0.0270042,11.0,5.0,OTH,3162.09
True,0.0816482,2.0,2.0,PUB,0.0
True,-0.0407689,4.0,2.0,PUB,0.0
True,0.0430431,5.0,3.0,PUB,23.1937
True,-0.0427616,3.0,1.0,PUB,0.0
True,0.0186594,3.0,2.0,PUB,0.0
True,0.177292,5.0,12.0,REC,44.2335
True,-0.0155238,10.0,14.0,REC,3647.19
True,-0.0234696,6.0,2.0,HES,0.0
True,0.0934893,5.0,14.0,PUB,518.25
True,-0.0282511,3.0,4.0,OTH,155.651
True,-0.00143274,7.0,11.0,PRC,4777.75
True,0.00309853,7.0,1.0,HES,0.0
True,-0.0136746,4.0,2.0,PRC,0.0
True,0.00844219,8.0,2.0,HES,0.0
True,0.0227963,14.0,68.0,REC,1629.02
True,0.00603073,4.0,5.0,PRC,93.9266
True,-0.0282328,2.0,3.0,PUB,0.0
True,0.0367602,37.0,67.0,PRC,9736.62
True,-0.012375,5.0,2.0,HES,0.0
True,-0.0181749,2.0,2.0,HES,0.0
True,-0.0127598,13.0,9.0,HES,6270.0
True,-0.0128637,7.0,20.0,OTH,737.952
True,0.00680113,6.0,27.0,REC,1087.94
True,-0.0029966,3.0,3.0,OTH,83.9257
True,-0.00605765,2.0,2.0,PRC,0.0
True,0.0225561,3.0,10.0,REC,0.0
True,-0.0229295,6.0,24.0,PRC,50.3665
True,-0.00821237,5.0,15.0,PUB,203.517
True,0.00373799,2.0,2.0,PRC,0.0
True,0.0218428,4.0,9.0,REC,21.2214
True,0.0193596,24.0,15.0,REC,7308.83
True,0.00677223,3.0,2.0,PRC,0.0
True,0.0114153,8.0,4.0,HES,16.3353
True,-0.0269306,6.0,3.0,REC,30.3487
True,-0.0482417,2.0,1.0,PRC,0.0
True,0.0142611,6.0,1.0,PRC,0.0
True,-0.0264023,6.0,2.0,REC,0.0
True,-0.0159363,18.0,18.0,HES,4257.18
True,0.0048679,30.0,45.0,HES,2228.19
True,-0.0106977,4.0,4.0,HES,0.0
True,-0.064303,8.0,8.0,PRC,1.36713
True,-0.0269378,2.0,3.0,PRC,0.0
True,0.0504505,2.0,7.0,PRC,0.0
True,-0.0211026,3.0,4.0,PRC,0.0
True,0.0394115,13.0,48.0,PRC,18293.8
True,-0.00391918,5.0,19.0,PRC,148.266
True,0.0331981,4.0,15.0,PRC,308.185
True,0.00206369,12.0,38.0,PRC,2574.71
True,-0.00631746,2.0,4.0,PRC,0.0
True,-0.0227218,3.0,1.0,PRC,0.0
True,0.0499236,2.0,7.0,PRC,0.0
True,0.0106833,18.0,56.0,PRC,33540.4
True,-0.031624,13.0,23.0,PRC,967.273
True,0.048362,3.0,8.0,PRC,22.5752
True,-0.049326,3.0,4.0,PRC,0.0
True,0.0214797,34.0,52.0,PRC,33917.8
True,-0.00626173,16.0,32.0,PUB,3553.11
True,-0.00642323,4.0,2.0,REC,0.0
True,-0.00157677,5.0,18.0,REC,141.84
True,0.0165376,10.0,3.0,REC,245.534
True,0.00116357,44.0,151.0,REC,72452.6
True,-0.0305628,11.0,47.0,PUB,1267.92
True,-0.0256677,11.0,46.0,PUB,1255.38
True,0.0234847,17.0,31.0,REC,1889.64
True,-0.00459485,7.0,22.0,PUB,256.585
True,0.00730011,17.0,67.0,PUB,4079.02
True,-0.0248728,3.0,2.0,REC,27.2546
True,0.0638371,75.0,171.0,REC,136231.0
True,-0.0230199,2.0,1.0,PRC,0.0
True,-0.00481119,2.0,3.0,REC,0.0
True,-0.000354025,8.0,5.0,REC,49.4633
True,-0.00460264,15.0,35.0,OTH,17795.7
True,-0.0203476,34.0,45.0,REC,10058.6
True,-0.0124527,9.0,39.0,OTH,2482.25
True,0.0222484,10.0,30.0,OTH,1938.2
True,0.0175736,2.0,3.0,OTH,0.0
True,-0.00332817,3.0,3.0,PUB,0.0
True,0.0025336,32.0,31.0,HES,4345.73
True,-0.0553349,5.0,3.0,PRC,0.0
True,0.0387229,14.0,5.0,REC,30.4912
True,0.0156778,3.0,2.0,PRC,0.0
True,-0.0317817,5.0,7.0,REC,0.0
True,0.000805537,6.0,4.0,REC,0.0
True,0.0418432,11.0,12.0,PRC,43.5566
True,-0.0282863,3.0,2.0,PRC,0.0
True,0.0142003,24.0,16.0,REC,2961.73
True,-0.0199091,5.0,2.0,PRC,0.0
True,-0.0510331,7.0,1.0,HES,0.0
True,0.0049887,7.0,1.0,REC,0.0
True,-0.00581281,77.0,120.0,HES,53158.0
True,-0.0185579,13.0,9.0,PRC,3190.01
True,0.0334295,4.0,2.0,HES,0.0
True,-0.0309509,4.0,2.0,PUB,0.0
True,0.010449,8.0,9.0,REC,3519.27
True,0.0759685,5.0,3.0,PRC,0.0
True,-0.0720103,4.0,4.0,PRC,67.707
True,-0.00170863,8.0,1.0,REC,0.0
True,-0.0559565,9.0,18.0,REC,2531.05
True,-0.00703254,5.0,14.0,REC,98.9732
True,-0.0006847,5.0,16.0,REC,14.0879
True,-0.000403508,6.0,27.0,REC,278.448
True,-0.0269248,6.0,5.0,HES,0.0
True,0.00217766,10.0,3.0,HES,0.0
True,-0.0306717,12.0,8.0,OTH,14479.3
True,-0.0213964,3.0,1.0,PRC,0.0
True,0.0132202,8.0,24.0,PRC,395.449
True,0.0531936,3.0,5.0,PRC,2.06368
True,0.012016,23.0,40.0,PRC,221.684
True,0.0103886,11.0,9.0,PRC,3329.99
True,0.006691,24.0,13.0,HES,3161.39
True,-0.0203186,4.0,1.0,PRC,0.0
True,0.0276855,7.0,4.0,REC,208.551
True,-0.0289105,4.0,5.0,PRC,87.7906
True,-0.0196069,7.0,14.0,PRC,218.502
True,-0.041168,10.0,19.0,PUB,10310.8
True,-0.0364842,2.0,2.0,PUB,0.0
True,-0.0120433,6.0,10.0,REC,18.2788
True,-0.0236559,9.0,17.0,REC,641.168
True,0.00406704,6.0,20.0,OTH,54.2547
True,-0.0254294,9.0,11.0,HES,4.15727
True,0.00728551,54.0,60.0,HES,29160.4
True,0.053576,4.0,9.0,HES,442.097
True,0.00386025,36.0,47.0,HES,2625.76
True,-0.0290591,3.0,4.0,HES,0.0
True,0.0353197,4.0,2.0,REC,0.0
True,0.0275715,11.0,24.0,REC,19687.9
True,-0.0127425,3.0,1.0,HES,0.0
True,-0.00760541,3.0,1.0,PRC,0.0
True,-0.0156089,6.0,37.0,PUB,207.369
True,0.0103608,26.0,83.0,REC,8240.25
True,0.0104602,8.0,43.0,PUB,647.954
True,0.0773475,17.0,60.0,PUB,1181.06
True,-0.0270495,4.0,28.0,PUB,85.9568
True,0.0261867,4.0,23.0,PUB,48.4381
True,-0.00711583,26.0,85.0,PUB,15982.8
True,0.0109876,30.0,83.0,PUB,30791.9
True,0.0382758,36.0,101.0,PUB,11312.1
True,-0.0401177,7.0,25.0,PUB,65.6068
True,-0.0260123,19.0,71.0,REC,2467.16
True,0.00266641,5.0,15.0,REC,64.6256
True,-0.0362068,4.0,2.0,PRC,3136.0
True,-0.0339639,5.0,6.0,HES,146.971
True,-0.0272886,32.0,54.0,HES,16601.4
True,-0.036637,3.0,9.0,PRC,0.960984
True,0.0221776,6.0,8.0,PRC,4178.41
True,0.017955,20.0,38.0,PRC,3425.33
True,-0.00871385,8.0,15.0,REC,573.188
True,0.00675792,4.0,4.0,PRC,7.32808
True,-0.0472378,3.0,1.0,REC,0.0
True,0.00533721,8.0,6.0,REC,347.39
True,-0.0276011,2.0,1.0,PRC,0.0
True,-0.00693172,8.0,20.0,REC,754.492
True,0.0106539,2.0,1.0,PRC,0.0
True,-0.01539,3.0,2.0,PRC,0.0
True,-0.00658523,5.0,10.0,REC,17.4028
True,0.00207641,9.0,14.0,OTH,230.901
True,-0.0232349,2.0,4.0,REC,0.0
True,-0.00439666,20.0,35.0,HES,3419.1
True,0.0781219,2.0,3.0,PUB,0.0
True,-0.0130375,29.0,98.0,PUB,16580.8
True,-0.0457615,3.0,2.0,OTH,0.0
True,0.0195897,12.0,36.0,REC,4014.34
True,-0.00371831,5.0,6.0,HES,0.0
True,0.0187393,3.0,1.0,OTH,0.0
True,-0.0201882,14.0,47.0,PUB,670.32
True,-0.0119815,3.0,1.0,OTH,0.0
True,0.0328816,10.0,40.0,PRC,1956.61
True,-0.0157855,13.0,19.0,HES,3546.21
True,0.0796442,42.0,83.0,PRC,25901.4
True,-0.0159659,4.0,9.0,PRC,7.34288
True,-0.0142705,3.0,8.0,PRC,0.0
True,0.00615336,5.0,4.0,PRC,16.3668
True,-0.0011147,4.0,1.0,PRC,0.0
True,0.0721451,2.0,1.0,REC,0.0
True,0.0245942,30.0,27.0,REC,15152.2
True,0.00968038,19.0,39.0,PRC,4602.75
True,0.012675,4.0,10.0,HES,0.0
True,-0.0251038,5.0,1.0,REC,0.0
True,0.0225163,7.0,13.0,REC,118.87
True,-0.0151559,7.0,3.0,HES,0.0
True,0.00470588,8.0,15.0,OTH,1263.79
True,0.00872011,6.0,8.0,OTH,2.9861
True,-0.012334,5.0,8.0,REC,62.9488
True,-0.00561733,4.0,5.0,OTH,38.0414
True,-0.00896406,16.0,21.0,HES,4670.21
True,-0.00344791,7.0,2.0,PUB,0.0
True,-0.00880655,7.0,15.0,REC,12535.2
True,0.00856247,13.0,9.0,PRC,3149.65
True,-0.0910954,3.0,2.0,PRC,0.0
True,-0.0130714,5.0,7.0,PRC,743.261
True,-0.0123155,8.0,7.0,PRC,2752.19
True,0.0285336,11.0,18.0,REC,1755.78
True,0.0336192,2.0,2.0,PRC,0.0
True,-0.0198755,2.0,1.0,HES,0.0
True,-0.0151778,5.0,2.0,PRC,0.310091
True,0.0110833,9.0,5.0,PRC,3148.09
True,0.00435117,6.0,2.0,REC,3136.0
True,0.0822556,13.0,28.0,OTH,19466.9
True,-0.0303174,6.0,6.0,PRC,0.0
True,0.0386572,3.0,3.0,PRC,6284.75
True,-0.0364839,4.0,1.0,HES,0.0
True,-0.0120934,13.0,21.0,OTH,3257.17
True,0.0837576,5.0,1.0,PRC,0.0
True,-0.0365212,9.0,6.0,PRC,180.232
True,0.01851,13.0,5.0,HES,3136.0
True,-0.0240887,5.0,1.0,HES,0.0
True,0.0175778,3.0,2.0,HES,0.835216
True,-0.0207273,2.0,1.0,PRC,0.0
True,0.10674,4.0,2.0,PUB,0.0
True,-0.0263845,3.0,1.0,PUB,0.0
True,-0.0375948,9.0,9.0,REC,389.839
True,-0.0181115,8.0,4.0,PUB,242.493
True,0.0855462,3.0,2.0,PUB,3136.0
True,-0.0209448,4.0,1.0,PUB,0.0
True,-0.0236578,3.0,2.0,PRC,0.0
True,-0.0230793,5.0,8.0,PUB,6743.22
True,-0.0183933,3.0,1.0,OTH,0.0
True,-0.0327052,17.0,7.0,HES,6.45124
True,0.173601,3.0,2.0,OTH,3136.0
True,-0.042135,2.0,1.0,PRC,0.0
True,0.0985515,3.0,4.0,OTH,0.0
True,-0.00296557,6.0,10.0,REC,13.964
True,-0.00873402,4.0,4.0,REC,0.0
True,0.0145549,4.0,9.0,PRC,9402.0
True,-0.0233319,2.0,3.0,PRC,0.0
True,-0.00283063,5.0,3.0,OTH,0.0
True,-0.0353011,2.0,3.0,OTH,0.0
True,-0.00286331,3.0,1.0,PRC,0.0
True,-0.00438083,10.0,17.0,HES,57.7229
True,-0.0216522,3.0,1.0,PRC,0.0
True,-0.0319714,2.0,2.0,PRC,0.0
True,0.00505259,8.0,7.0,PRC,256.087
True,0.0284809,4.0,4.0,PRC,0.0
True,0.00141242,17.0,3.0,HES,0.0
True,-0.0303724,15.0,14.0,REC,5239.02
True,-0.0126365,8.0,4.0,HES,15724.8
True,-0.0226621,5.0,3.0,REC,3136.0
True,-0.000684863,5.0,3.0,HES,0.0
True,0.0151506,3.0,2.0,PRC,0.0
True,0.00774059,35.0,23.0,HES,13549.8
True,-0.00896937,4.0,22.0,OTH,33.8176
True,-0.019282,9.0,24.0,PRC,366.802
True,0.101347,5.0,8.0,OTH,15666.5
True,-0.0297523,5.0,13.0,PUB,73.9058
True,0.0426051,9.0,8.0,REC,432.906
True,-0.0399567,2.0,4.0,REC,0.0
True,-0.0260073,8.0,42.0,PUB,174.161
True,-0.0242999,2.0,12.0,REC,0.0
True,0.00331702,10.0,42.0,PUB,574.812
True,-0.0192809,7.0,31.0,REC,3442.83
True,0.0215421,4.0,21.0,REC,1.53568
True,-0.0231419,7.0,27.0,PUB,4.59407
True,-0.0240168,4.0,18.0,PUB,83.6379
True,-0.0229981,18.0,65.0,PUB,2244.04
True,-0.0161271,13.0,58.0,PUB,3355.0
True,-0.0119836,10.0,43.0,PUB,964.61
True,-0.0414776,3.0,1.0,PRC,0.0
True,-0.0299409,2.0,5.0,PUB,0.0
True,0.0901877,4.0,3.0,PRC,2649.05
True,-0.0269421,2.0,3.0,REC,0.0
True,0.00181621,5.0,4.0,HES,3153.94
True,0.0128912,3.0,9.0,REC,554.295
True,-0.0506249,4.0,5.0,REC,521.464
True,0.0358821,5.0,11.0,REC,2636.87
True,0.00410641,11.0,3.0,HES,102.395
True,-0.00974523,10.0,7.0,PRC,3207.61
True,-0.0653922,12.0,5.0,HES,11.5032
True,0.0273255,7.0,2.0,HES,1.53547
True,-0.00435518,9.0,6.0,HES,382.21
True,-0.0662,4.0,4.0,OTH,0.0
True,0.0533895,4.0,4.0,HES,0.0
True,-0.00629109,7.0,14.0,OTH,12934.2
True,0.0886257,3.0,7.0,REC,0.0
True,-0.0122723,3.0,3.0,OTH,0.0
True,-0.0195047,2.0,2.0,OTH,0.0
True,0.00869452,2.0,7.0,PRC,0.0
True,0.022759,2.0,7.0,OTH,0.0
True,-0.0377862,3.0,7.0,OTH,0.0
True,-0.0772744,2.0,7.0,PRC,0.0
True,-0.0287504,2.0,2.0,PRC,0.0
True,0.00741618,7.0,11.0,PRC,4626.76
True,-0.0242591,2.0,2.0,PRC,0.0
True,0.0277387,5.0,1.0,PRC,0.0
True,-0.00520566,10.0,3.0,HES,6.80906
True,0.0433091,6.0,7.0,PUB,62.0496
True,-0.0162389,13.0,2.0,HES,0.264228
True,0.0154218,28.0,40.0,REC,1073.82
True,-0.00227061,13.0,16.0,REC,159.147
True,-0.0447597,2.0,10.0,REC,0.0
True,-0.0184293,14.0,6.0,HES,7.41273
True,-0.00960913,6.0,6.0,HES,72.8372
True,-0.0156482,4.0,5.0,PRC,0.0
True,0.0300018,2.0,1.0,PRC,0.0
True,-0.000748564,9.0,3.0,HES,3139.27
True,0.00582683,21.0,22.0,HES,709.506
True,-0.0365086,3.0,1.0,REC,0.0
True,-0.0128149,3.0,1.0,HES,0.0
True,0.0115168,2.0,1.0,HES,0.0
True,0.0157478,11.0,5.0,REC,6271.0
True,-0.00355858,6.0,7.0,OTH,7075.12
True,-0.0186721,6.0,8.0,REC,0.0
True,-0.0149611,31.0,64.0,HES,2156.33
True,-0.0515518,3.0,5.0,HES,0.0
True,-0.000803301,20.0,34.0,HES,522.552
True,0.0490263,9.0,3.0,HES,1.75487
True,-0.00830449,31.0,49.0,HES,8202.66
True,0.0286169,4.0,4.0,PRC,3257.67
True,0.00595853,2.0,1.0,REC,0.0
True,-0.0193576,3.0,1.0,OTH,0.0
True,0.0047266,3.0,2.0,REC,0.0
True,-0.0189994,12.0,14.0,HES,300.662
True,0.00554136,5.0,1.0,PRC,0.0
True,0.0103738,11.0,8.0,HES,394.755
True,0.00136949,13.0,18.0,HES,59.6228
True,-8.1889e-06,8.0,3.0,REC,3137.74
True,-0.00865726,12.0,32.0,PRC,2931.02
True,0.000226609,6.0,8.0,PRC,117.794
True,-0.0318037,5.0,3.0,PRC,11.0165
True,-0.0175819,6.0,14.0,REC,1841.99
True,-0.00629316,2.0,1.0,HES,0.0
True,-0.025834,14.0,28.0,PUB,2031.02
True,0.00487064,3.0,3.0,PUB,298.392
True,-0.0293871,8.0,5.0,OTH,3743.36
True,0.00888854,35.0,33.0,HES,12368.4
True,-0.0118867,4.0,4.0,HES,0.0
True,-0.0550283,6.0,20.0,PUB,6.08214
True,-0.0708606,5.0,18.0,PUB,12.3986
True,0.025613,12.0,48.0,PUB,18570.7
True,-0.00785381,7.0,31.0,PUB,35.3199
True,-0.0397281,4.0,16.0,PUB,183.294
True,-0.00932943,9.0,43.0,PUB,506.76
True,-0.0162899,3.0,20.0,PUB,1.25055
True,0.0379316,14.0,66.0,PUB,3099.55
True,-0.00985229,4.0,14.0,REC,0.0
True,-0.0175434,5.0,20.0,PUB,19.1803
True,-0.00224182,20.0,72.0,HES,5995.28
True,-0.0388277,2.0,2.0,OTH,0.0
True,-0.0335023,2.0,2.0,OTH,0.0
True,-0.00496818,3.0,3.0,PUB,0.5
True,0.0466429,2.0,2.0,PRC,0.0
True,0.00902878,14.0,8.0,HES,388.786
True,0.0310946,8.0,5.0,PRC,358.314
True,-0.0160803,2.0,1.0,PRC,0.0
True,0.0279454,4.0,3.0,PRC,67.4642
True,0.0280335,7.0,4.0,HES,0.0
True,-0.030787,5.0,3.0,REC,150.882
True,-0.035942,10.0,10.0,PUB,16324.1
True,0.0212729,7.0,6.0,REC,12613.5
True,-0.0636923,2.0,1.0,PRC,0.0
True,-0.00360032,12.0,9.0,REC,44.205
True,-0.0132409,3.0,17.0,PUB,20.8475
True,-0.00122624,13.0,19.0,REC,9126.99
True,0.000722747,14.0,7.0,OTH,9381.16
True,0.0734227,3.0,1.0,PUB,0.0
True,-0.00767736,14.0,22.0,HES,4129.1
True,-0.0587358,2.0,6.0,PRC,0.0
True,-0.0100292,17.0,6.0,HES,167.584
True,0.00797512,3.0,1.0,OTH,0.0
True,0.00692384,7.0,5.0,HES,64.6035
True,0.0202836,19.0,15.0,REC,8076.76
True,-0.0407184,5.0,5.0,REC,6314.67
True,-0.00158381,4.0,3.0,PRC,0.0
True,0.00966543,12.0,5.0,HES,28.8531
True,-0.0237317,7.0,3.0,REC,226.567
True,0.0133873,13.0,6.0,PRC,8640.04
True,-0.0653175,3.0,3.0,OTH,0.0
True,-0.0382618,2.0,1.0,OTH,0.0
True,0.138655,4.0,6.0,PUB,1.66328
True,0.0990102,8.0,24.0,PUB,562.333
True,0.0232612,4.0,1.0,PRC,0.0
True,0.0170701,2.0,2.0,REC,0.0
True,0.0132313,7.0,18.0,OTH,7391.8
True,0.0134444,2.0,1.0,PRC,0.0
True,0.0348111,3.0,2.0,PRC,0.0
True,-0.0272666,4.0,2.0,PRC,3136.0
True,-0.00373645,12.0,7.0,HES,27.9602
True,-0.0125189,2.0,1.0,OTH,0.0
True,0.00945964,2.0,4.0,PRC,0.0
True,-0.0467564,7.0,1.0,HES,0.0
True,0.0716023,3.0,4.0,REC,0.0
True,0.0284724,2.0,4.0,PRC,0.0
True,-0.0346627,2.0,4.0,PRC,0.0
True,0.110801,2.0,1.0,PUB,0.0
True,-0.00554737,4.0,1.0,REC,0.0
True,-0.0284256,4.0,1.0,PUB,0.0
True,-0.0152341,2.0,1.0,PRC,0.0
True,-0.0109857,2.0,3.0,PRC,0.0
True,-0.000675444,5.0,3.0,REC,0.0
True,-0.000590341,18.0,12.0,HES,3681.95
True,0.0398963,5.0,2.0,OTH,0.0
True,0.00292155,6.0,7.0,PRC,84.0152
True,0.0102876,2.0,1.0,REC,0.0
True,0.0380137,3.0,7.0,REC,3136.0
True,0.0100705,5.0,2.0,REC,0.0
True,-0.00158618,10.0,16.0,HES,37.0281
True,0.0468389,2.0,2.0,REC,0.0
True,-0.0350675,3.0,1.0,PRC,0.0
True,-0.0260554,21.0,36.0,PRC,1898.0
True,0.0946309,2.0,1.0,PRC,0.0
True,-0.0144366,11.0,4.0,HES,1.21068
True,-0.0236291,5.0,3.0,PRC,7.9789
True,-0.0115597,27.0,26.0,HES,10670.5
True,-0.0196772,5.0,2.0,PRC,0.0
True,-0.00154309,7.0,10.0,PRC,477.358
True,0.0478531,5.0,2.0,PRC,0.0
True,0.0026057,6.0,11.0,OTH,20.5805
True,-0.069556,5.0,2.0,PRC,33.1927
True,-0.01949,2.0,1.0,PUB,0.0
True,-0.0169481,5.0,3.0,OTH,3136.0
True,-0.0054846,8.0,4.0,REC,9.77619
True,0.0505606,7.0,4.0,PUB,3136.0
True,-0.0293189,3.0,9.0,PUB,7.36805
True,-0.026846,4.0,17.0,REC,10.4197
True,-0.0276165,3.0,2.0,PUB,0.0
True,-0.0151241,4.0,2.0,OTH,0.0
True,-0.00982386,3.0,1.0,REC,0.0
True,0.0349759,9.0,5.0,REC,18797.9
True,-0.0011937,6.0,4.0,PUB,6270.0
